"customer_id","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","churn_status","age_group","tenure_band","spend_tier","usage_band","support_calls_band","payment_delay_band","last_interaction_band","risk_label"
31625,35,"Female",11,26,2,24,"Premium","Quarterly",225,17,1,"Churned","26-35","Early (1-12m)","Low (100-299)","Very High (25-30)","Low (1-2)","Severely Late (23-30d)","Concerning (15-21d)","Medium"
31626,63,"Female",8,29,2,21,"Premium","Annual",529,17,0,"Retained","56-65","Early (1-12m)","Mid (500-699)","Very High (25-30)","Low (1-2)","Very Late (16-22d)","Concerning (15-21d)","Medium"
31627,28,"Male",42,20,3,0,"Basic","Annual",895,25,0,"Retained","26-35","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","Medium (3-5)","On Time","Neglected (22-30d)","Low"
31628,37,"Female",59,14,4,22,"Premium","Quarterly",404,12,1,"Churned","36-45","Champion (49-60m)","Mid-Low (300-499)","Moderate (13-18)","Medium (3-5)","Very Late (16-22d)","Mild Gap (8-14d)","High"
31629,35,"Female",53,4,3,13,"Standard","Monthly",380,7,0,"Retained","26-35","Champion (49-60m)","Mid-Low (300-499)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
31630,38,"Female",50,3,6,28,"Standard","Monthly",594,5,1,"Churned","36-45","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31631,24,"Female",33,26,5,28,"Basic","Quarterly",202,4,1,"Churned","18-25","Established (25-36m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31632,44,"Female",7,12,8,21,"Premium","Monthly",354,3,1,"Churned","36-45","Early (1-12m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","Critical"
31633,53,"Female",12,3,3,30,"Basic","Annual",194,20,1,"Churned","46-55","Early (1-12m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31634,65,"Female",7,9,4,18,"Standard","Annual",845,22,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
31635,64,"Male",15,14,0,15,"Standard","Monthly",385,12,0,"Retained","56-65","Growing (13-24m)","Mid-Low (300-499)","Moderate (13-18)","No Calls","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
31636,55,"Female",48,27,9,5,"Premium","Quarterly",276,27,0,"Retained","46-55","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31637,40,"Female",41,1,1,13,"Premium","Annual",989,5,0,"Retained","36-45","Loyal (37-48m)","High (900-1000)","Very Low (1-6)","Low (1-2)","Moderately Late (8-15d)","Recent (1-7d)","Low"
31638,36,"Female",12,9,0,3,"Premium","Quarterly",805,3,0,"Retained","36-45","Early (1-12m)","Mid-High (700-899)","Low (7-12)","No Calls","Slightly Late (1-7d)","Recent (1-7d)","Low"
31639,44,"Female",10,20,9,13,"Basic","Annual",614,22,0,"Retained","36-45","Early (1-12m)","Mid (500-699)","High (19-24)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31640,51,"Female",14,19,6,13,"Premium","Quarterly",242,23,0,"Retained","46-55","Growing (13-24m)","Low (100-299)","High (19-24)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31641,29,"Female",35,17,2,12,"Standard","Quarterly",631,15,0,"Retained","26-35","Established (25-36m)","Mid (500-699)","Moderate (13-18)","Low (1-2)","Moderately Late (8-15d)","Concerning (15-21d)","Low"
31642,51,"Female",15,14,6,6,"Standard","Monthly",261,16,0,"Retained","46-55","Growing (13-24m)","Low (100-299)","Moderate (13-18)","High (6-8)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
31643,41,"Male",17,5,2,23,"Standard","Quarterly",383,23,0,"Retained","36-45","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","High"
31644,44,"Female",52,10,0,23,"Premium","Annual",546,16,0,"Retained","36-45","Champion (49-60m)","Mid (500-699)","Low (7-12)","No Calls","Severely Late (23-30d)","Concerning (15-21d)","Medium"
31645,34,"Female",40,21,0,14,"Basic","Monthly",265,20,0,"Retained","26-35","Loyal (37-48m)","Low (100-299)","High (19-24)","No Calls","Moderately Late (8-15d)","Concerning (15-21d)","Low"
31646,54,"Male",46,23,3,12,"Basic","Quarterly",688,18,0,"Retained","46-55","Loyal (37-48m)","Mid (500-699)","High (19-24)","Medium (3-5)","Moderately Late (8-15d)","Concerning (15-21d)","Low"
31647,52,"Female",2,11,8,28,"Basic","Annual",547,7,0,"Retained","46-55","Early (1-12m)","Mid (500-699)","Low (7-12)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31648,31,"Male",59,4,5,14,"Basic","Monthly",678,29,0,"Retained","26-35","Champion (49-60m)","Mid (500-699)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","High"
31649,21,"Male",3,4,8,10,"Premium","Annual",724,20,0,"Retained","18-25","Early (1-12m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Moderately Late (8-15d)","Concerning (15-21d)","High"
31650,56,"Male",40,21,8,8,"Basic","Monthly",671,2,0,"Retained","56-65","Loyal (37-48m)","Mid (500-699)","High (19-24)","High (6-8)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
31651,32,"Male",46,16,6,14,"Basic","Quarterly",530,30,0,"Retained","26-35","Loyal (37-48m)","Mid (500-699)","Moderate (13-18)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","Medium"
31652,45,"Female",48,21,2,17,"Premium","Monthly",503,2,0,"Retained","36-45","Loyal (37-48m)","Mid (500-699)","High (19-24)","Low (1-2)","Very Late (16-22d)","Recent (1-7d)","Medium"
31653,30,"Female",32,6,9,15,"Basic","Annual",750,16,0,"Retained","26-35","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","Critical (9-10)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31654,62,"Female",50,14,3,8,"Standard","Annual",285,23,0,"Retained","56-65","Champion (49-60m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
31655,59,"Female",50,1,9,14,"Basic","Annual",202,25,1,"Churned","56-65","Champion (49-60m)","Low (100-299)","Very Low (1-6)","Critical (9-10)","Moderately Late (8-15d)","Neglected (22-30d)","High"
31656,23,"Male",6,8,9,21,"Standard","Annual",637,29,0,"Retained","18-25","Early (1-12m)","Mid (500-699)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
31657,59,"Female",3,20,9,4,"Basic","Annual",109,16,0,"Retained","56-65","Early (1-12m)","Low (100-299)","High (19-24)","Critical (9-10)","Slightly Late (1-7d)","Concerning (15-21d)","Medium"
31658,22,"Female",23,28,1,11,"Premium","Quarterly",838,16,0,"Retained","18-25","Growing (13-24m)","Mid-High (700-899)","Very High (25-30)","Low (1-2)","Moderately Late (8-15d)","Concerning (15-21d)","Low"
31659,57,"Female",47,30,2,16,"Standard","Annual",186,16,0,"Retained","56-65","Loyal (37-48m)","Low (100-299)","Very High (25-30)","Low (1-2)","Very Late (16-22d)","Concerning (15-21d)","Medium"
31660,33,"Male",30,24,9,11,"Basic","Monthly",399,10,0,"Retained","26-35","Established (25-36m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
31661,30,"Male",11,4,8,10,"Standard","Annual",554,28,0,"Retained","26-35","Early (1-12m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Moderately Late (8-15d)","Neglected (22-30d)","High"
31662,41,"Female",45,24,8,18,"Basic","Annual",325,21,1,"Churned","36-45","Loyal (37-48m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
31663,22,"Female",15,4,0,7,"Basic","Monthly",962,4,0,"Retained","18-25","Growing (13-24m)","High (900-1000)","Very Low (1-6)","No Calls","Slightly Late (1-7d)","Recent (1-7d)","Low"
31664,32,"Male",55,8,1,8,"Standard","Annual",162,20,0,"Retained","26-35","Champion (49-60m)","Low (100-299)","Low (7-12)","Low (1-2)","Moderately Late (8-15d)","Concerning (15-21d)","Low"
31665,54,"Male",53,3,0,5,"Basic","Monthly",235,24,0,"Retained","46-55","Champion (49-60m)","Low (100-299)","Very Low (1-6)","No Calls","Slightly Late (1-7d)","Neglected (22-30d)","Low"
31666,30,"Female",21,1,3,15,"Standard","Monthly",279,12,0,"Retained","26-35","Growing (13-24m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Moderately Late (8-15d)","Mild Gap (8-14d)","Medium"
31667,38,"Female",5,20,7,3,"Standard","Monthly",715,1,0,"Retained","36-45","Early (1-12m)","Mid-High (700-899)","High (19-24)","High (6-8)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31668,18,"Female",8,26,5,1,"Standard","Quarterly",974,1,0,"Retained","18-25","Early (1-12m)","High (900-1000)","Very High (25-30)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31669,18,"Male",47,28,0,6,"Premium","Quarterly",822,1,0,"Retained","18-25","Loyal (37-48m)","Mid-High (700-899)","Very High (25-30)","No Calls","Slightly Late (1-7d)","Recent (1-7d)","Low"
31670,20,"Male",37,24,7,28,"Premium","Monthly",341,18,1,"Churned","18-25","Loyal (37-48m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31671,24,"Male",44,5,1,11,"Premium","Quarterly",883,28,0,"Retained","18-25","Loyal (37-48m)","Mid-High (700-899)","Very Low (1-6)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
31672,50,"Male",23,28,0,5,"Premium","Monthly",793,9,0,"Retained","46-55","Growing (13-24m)","Mid-High (700-899)","Very High (25-30)","No Calls","Slightly Late (1-7d)","Mild Gap (8-14d)","Low"
31673,59,"Male",18,29,8,21,"Premium","Quarterly",101,4,0,"Retained","56-65","Growing (13-24m)","Low (100-299)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","Critical"
31674,64,"Male",58,4,0,1,"Basic","Annual",206,21,0,"Retained","56-65","Champion (49-60m)","Low (100-299)","Very Low (1-6)","No Calls","Slightly Late (1-7d)","Concerning (15-21d)","Low"
31675,18,"Male",32,4,9,22,"Basic","Annual",374,24,1,"Churned","18-25","Established (25-36m)","Mid-Low (300-499)","Very Low (1-6)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","Critical"
31676,43,"Female",45,2,5,18,"Basic","Quarterly",269,4,1,"Churned","36-45","Loyal (37-48m)","Low (100-299)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","Critical"
31677,19,"Female",18,28,2,15,"Standard","Monthly",872,3,0,"Retained","18-25","Growing (13-24m)","Mid-High (700-899)","Very High (25-30)","Low (1-2)","Moderately Late (8-15d)","Recent (1-7d)","Low"
31678,62,"Female",42,13,5,2,"Premium","Annual",296,2,0,"Retained","56-65","Loyal (37-48m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31679,46,"Male",14,10,4,21,"Standard","Monthly",983,24,0,"Retained","46-55","Growing (13-24m)","High (900-1000)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
31680,60,"Female",35,26,2,10,"Premium","Quarterly",141,29,0,"Retained","56-65","Established (25-36m)","Low (100-299)","Very High (25-30)","Low (1-2)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
31681,39,"Female",25,6,8,3,"Premium","Monthly",539,24,0,"Retained","36-45","Established (25-36m)","Mid (500-699)","Very Low (1-6)","High (6-8)","Slightly Late (1-7d)","Neglected (22-30d)","Medium"
31682,49,"Male",2,29,9,24,"Premium","Annual",241,26,0,"Retained","46-55","Early (1-12m)","Low (100-299)","Very High (25-30)","Critical (9-10)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
31683,20,"Female",31,10,3,21,"Standard","Quarterly",183,25,1,"Churned","18-25","Established (25-36m)","Low (100-299)","Low (7-12)","Medium (3-5)","Very Late (16-22d)","Neglected (22-30d)","High"
31684,65,"Female",60,17,1,24,"Standard","Quarterly",788,6,0,"Retained","56-65","Champion (49-60m)","Mid-High (700-899)","Moderate (13-18)","Low (1-2)","Severely Late (23-30d)","Recent (1-7d)","Medium"
31685,50,"Female",27,15,4,3,"Premium","Quarterly",123,18,0,"Retained","46-55","Established (25-36m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Slightly Late (1-7d)","Concerning (15-21d)","Low"
31686,51,"Male",24,27,4,14,"Basic","Annual",116,24,0,"Retained","46-55","Growing (13-24m)","Low (100-299)","Very High (25-30)","Medium (3-5)","Moderately Late (8-15d)","Neglected (22-30d)","Low"
31687,35,"Female",24,5,9,2,"Standard","Annual",468,29,0,"Retained","26-35","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","Critical (9-10)","Slightly Late (1-7d)","Neglected (22-30d)","High"
31688,34,"Female",32,28,5,20,"Standard","Annual",378,6,1,"Churned","26-35","Established (25-36m)","Mid-Low (300-499)","Very High (25-30)","Medium (3-5)","Very Late (16-22d)","Recent (1-7d)","High"
31689,61,"Male",2,13,0,23,"Premium","Annual",838,7,0,"Retained","56-65","Early (1-12m)","Mid-High (700-899)","Moderate (13-18)","No Calls","Severely Late (23-30d)","Recent (1-7d)","Medium"
31690,53,"Male",57,2,10,27,"Basic","Annual",192,19,1,"Churned","46-55","Champion (49-60m)","Low (100-299)","Very Low (1-6)","Critical (9-10)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31691,54,"Male",33,11,1,29,"Basic","Annual",687,1,0,"Retained","46-55","Established (25-36m)","Mid (500-699)","Low (7-12)","Low (1-2)","Severely Late (23-30d)","Recent (1-7d)","Medium"
31692,51,"Male",19,3,2,13,"Standard","Quarterly",431,3,0,"Retained","46-55","Growing (13-24m)","Mid-Low (300-499)","Very Low (1-6)","Low (1-2)","Moderately Late (8-15d)","Recent (1-7d)","Low"
31693,55,"Female",13,8,7,6,"Basic","Annual",589,3,0,"Retained","46-55","Growing (13-24m)","Mid (500-699)","Low (7-12)","High (6-8)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31694,64,"Male",36,3,7,16,"Premium","Quarterly",837,10,1,"Churned","56-65","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","Critical"
31695,29,"Female",45,15,3,25,"Standard","Quarterly",675,28,0,"Retained","26-35","Loyal (37-48m)","Mid (500-699)","Moderate (13-18)","Medium (3-5)","Severely Late (23-30d)","Neglected (22-30d)","High"
31696,28,"Female",26,24,1,4,"Basic","Quarterly",180,7,0,"Retained","26-35","Established (25-36m)","Low (100-299)","High (19-24)","Low (1-2)","Slightly Late (1-7d)","Recent (1-7d)","Low"
31697,49,"Male",10,13,3,13,"Premium","Monthly",114,8,0,"Retained","46-55","Early (1-12m)","Low (100-299)","Moderate (13-18)","Medium (3-5)","Moderately Late (8-15d)","Mild Gap (8-14d)","Low"
31698,30,"Female",35,13,9,17,"Basic","Quarterly",325,25,1,"Churned","26-35","Established (25-36m)","Mid-Low (300-499)","Moderate (13-18)","Critical (9-10)","Very Late (16-22d)","Neglected (22-30d)","High"
31699,42,"Female",49,25,6,6,"Basic","Quarterly",128,10,0,"Retained","36-45","Champion (49-60m)","Low (100-299)","Very High (25-30)","High (6-8)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
31700,51,"Female",28,29,6,20,"Standard","Annual",326,10,1,"Churned","46-55","Established (25-36m)","Mid-Low (300-499)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Mild Gap (8-14d)","High"
31701,21,"Female",43,23,1,27,"Premium","Quarterly",742,5,0,"Retained","18-25","Loyal (37-48m)","Mid-High (700-899)","High (19-24)","Low (1-2)","Severely Late (23-30d)","Recent (1-7d)","Medium"
31702,43,"Male",13,10,9,4,"Standard","Monthly",191,14,0,"Retained","36-45","Growing (13-24m)","Low (100-299)","Low (7-12)","Critical (9-10)","Slightly Late (1-7d)","Mild Gap (8-14d)","Medium"
31703,47,"Female",4,21,9,13,"Standard","Quarterly",333,1,0,"Retained","46-55","Early (1-12m)","Mid-Low (300-499)","High (19-24)","Critical (9-10)","Moderately Late (8-15d)","Recent (1-7d)","Medium"
31704,46,"Male",40,23,3,10,"Basic","Annual",595,3,0,"Retained","46-55","Loyal (37-48m)","Mid (500-699)","High (19-24)","Medium (3-5)","Moderately Late (8-15d)","Recent (1-7d)","Low"
31705,46,"Female",13,18,8,18,"Basic","Annual",149,26,0,"Retained","46-55","Growing (13-24m)","Low (100-299)","Moderate (13-18)","High (6-8)","Very Late (16-22d)","Neglected (22-30d)","High"
31706,27,"Female",22,28,3,6,"Basic","Annual",430,24,0,"Retained","26-35","Growing (13-24m)","Mid-Low (300-499)","Very High (25-30)","Medium (3-5)","Slightly Late (1-7d)","Neglected (22-30d)","Low"
31707,35,"Male",36,10,9,21,"Premium","Monthly",845,21,1,"Churned","26-35","Established (25-36m)","Mid-High (700-899)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Concerning (15-21d)","Critical"
31708,52,"Female",35,4,3,18,"Premium","Monthly",769,20,0,"Retained","46-55","Established (25-36m)","Mid-High (700-899)","Very Low (1-6)","Medium (3-5)","Very Late (16-22d)","Concerning (15-21d)","High"
31709,22,"Male",14,13,7,23,"Basic","Monthly",654,5,0,"Retained","18-25","Growing (13-24m)","Mid (500-699)","Moderate (13-18)","High (6-8)","Severely Late (23-30d)","Recent (1-7d)","Critical"
31710,33,"Male",35,12,1,15,"Basic","Monthly",417,21,0,"Retained","26-35","Established (25-36m)","Mid-Low (300-499)","Low (7-12)","Low (1-2)","Moderately Late (8-15d)","Concerning (15-21d)","Low"
31711,42,"Female",9,28,8,19,"Basic","Annual",263,15,0,"Retained","36-45","Early (1-12m)","Low (100-299)","Very High (25-30)","High (6-8)","Very Late (16-22d)","Concerning (15-21d)","High"
31712,37,"Female",35,18,0,10,"Standard","Monthly",446,17,0,"Retained","36-45","Established (25-36m)","Mid-Low (300-499)","Moderate (13-18)","No Calls","Moderately Late (8-15d)","Concerning (15-21d)","Low"
31713,25,"Male",29,26,5,25,"Standard","Quarterly",326,11,1,"Churned","18-25","Established (25-36m)","Mid-Low (300-499)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Mild Gap (8-14d)","Critical"
31714,30,"Male",36,12,5,10,"Premium","Monthly",135,20,0,"Retained","26-35","Established (25-36m)","Low (100-299)","Low (7-12)","Medium (3-5)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31715,22,"Male",17,19,3,27,"Standard","Monthly",175,1,0,"Retained","18-25","Growing (13-24m)","Low (100-299)","High (19-24)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","High"
31716,37,"Male",10,10,10,18,"Standard","Quarterly",556,9,0,"Retained","36-45","Early (1-12m)","Mid (500-699)","Low (7-12)","Critical (9-10)","Very Late (16-22d)","Mild Gap (8-14d)","High"
31717,29,"Male",4,28,7,27,"Standard","Annual",527,16,0,"Retained","26-35","Early (1-12m)","Mid (500-699)","Very High (25-30)","High (6-8)","Severely Late (23-30d)","Concerning (15-21d)","Critical"
31718,31,"Male",48,21,7,13,"Premium","Monthly",454,15,0,"Retained","26-35","Loyal (37-48m)","Mid-Low (300-499)","High (19-24)","High (6-8)","Moderately Late (8-15d)","Concerning (15-21d)","Medium"
31719,31,"Female",37,27,3,29,"Standard","Quarterly",314,2,1,"Churned","26-35","Loyal (37-48m)","Mid-Low (300-499)","Very High (25-30)","Medium (3-5)","Severely Late (23-30d)","Recent (1-7d)","High"
31720,41,"Female",20,23,2,28,"Standard","Monthly",613,30,1,"Churned","36-45","Growing (13-24m)","Mid (500-699)","High (19-24)","Low (1-2)","Severely Late (23-30d)","Neglected (22-30d)","Medium"
31721,61,"Female",52,24,6,2,"Standard","Annual",587,7,0,"Retained","56-65","Champion (49-60m)","Mid (500-699)","High (19-24)","High (6-8)","Slightly Late (1-7d)","Recent (1-7d)","Medium"
31722,50,"Male",2,26,0,9,"Premium","Annual",288,26,0,"Retained","46-55","Early (1-12m)","Low (100-299)","Very High (25-30)","No Calls","Moderately Late (8-15d)","Neglected (22-30d)","Low"
31723,18,"Male",23,8,7,22,"Standard","Annual",332,2,0,"Retained","18-25","Growing (13-24m)","Mid-Low (300-499)","Low (7-12)","High (6-8)","Very Late (16-22d)","Recent (1-7d)","Critical"
31724,64,"Female",20,21,6,29,"Standard","Annual",824,22,0,"Retained","56-65","Growing (13-24m)","Mid-High (700-899)","High (19-24)","High (6-8)","Severely Late (23-30d)","Neglected (22-30d)","Critical"
